Timestamp,Regime de Contratação,Qual é seu gênero?,Em qual região do Brasil você mora?,Modelo de Atuação,Você cria ou dá manutenção em testes automatizados em seu trabalho?,Qual é o seu salário mensal bruto em Reais?,Qual é o seu cargo atualmente?,Qual é sua senioridade?,Você foi afetado pela onde de demissões em massa nos últimos 6 meses?,(Opcional) Quais informações você quer que eu extraia a partir dos dados que você forneceu?
3/2/2023 23:50:52,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",10000,Analista de Qualidade (QA),Sênior,Não,
2/27/2023 9:51:59,PJ,Masculino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",10000,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 7:55:14,Contrato,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10000,Automatizador de Testes,Júnior,Não,
2/9/2023 10:17:54,CLT,Feminino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",10000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/9/2023 17:11:08,PJ,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/10/2023 9:40:15,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",10000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/14/2023 5:51:05,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",10000,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/22/2023 16:18:56,CLT,Masculino,Sudeste,Remoto,Não,10000,Líder de Testes,Sênior,Não,
2/22/2023 18:20:47,PJ,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",10000,Engenheiro de Qualidade (QA Engineer),Sênior,Sim,
2/23/2023 7:24:55,CLT,Feminino,Sudeste,Remoto,Não,10000,Gerente de Qualidade (QA Manager),Especialista,Não,
2/23/2023 7:30:25,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",10000,Engenheiro de Qualidade (QA Engineer),Especialista,Não,
2/26/2023 8:33:13,CLT,Feminino,Sudeste,Remoto,Não,10000,Analista de Testes,Sênior,Não,
2/26/2023 13:09:17,PJ,Masculino,Sudeste,Remoto,Não,10000,Analista de Qualidade (QA),Sênior,Não,
2/26/2023 14:37:32,PJ,Masculino,Nordeste,Remoto,Não,10000,Analista de Qualidade (QA),Pleno,Não,
2/26/2023 15:04:50,CLT,Feminino,Sudeste,Remoto,Não,10000,Gerente de Testes,Sênior,Não,modelo de atuação
2/26/2023 16:29:43,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",10000,Analista de Qualidade (QA),Sênior,Não,
2/26/2023 18:28:08,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",10000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/27/2023 4:43:09,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",10000,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/27/2023 5:39:31,CLT,Masculino,Sudeste,Remoto,Não,10000,Líder de Testes,Sênior,Não,
2/27/2023 5:58:54,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",10000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,"Gostaria de extrair a média salarial do mercado para o cargo equivalente ao meu, para saber se minha remuneração está abaixo ou de acordo com o mercado"
2/27/2023 9:53:46,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",10000,Analista de Qualidade (QA),Sênior,Não,
2/27/2023 10:11:19,CLT,Feminino,Nordeste,Remoto,Não,10000,Líder de Testes,Sênior,Não,
2/27/2023 14:02:32,Contrato,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",10000,Analista de Qualidade (QA),Pleno,Não,
2/28/2023 5:17:06,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",10000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,Faixa salarial e modelo de atuação 
2/28/2023 15:33:19,CLT,Feminino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",10000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
3/1/2023 12:17:43,PJ,Feminino,Sudeste,Remoto,Não,10000,Líder de Testes,Sênior,Sim,
3/7/2023 9:17:14,CLT,Feminino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",10000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/20/2023 10:48:11,PJ,Feminino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",10000,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 11:14:06,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",10000,Líder de Testes,Sênior,Não,Podia ver a quantidade de mulher
2/26/2023 11:28:03,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",10000,Analista de Testes,Sênior,Não,
2/27/2023 9:31:35,PJ,Feminino,Nordeste,Híbrido (Presencial e Remoto),Não,9950,Líder de Testes,Especialista,Sim,
2/9/2023 6:29:11,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,9940,Líder de Testes,Sênior,Não,
3/4/2023 15:34:10,CLT,Feminino,Nordeste,Remoto,Não,9924,Analista de Testes,Pleno,Não,
2/9/2023 6:54:30,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9852,Analista de Qualidade (QA),Sênior,Não,
2/26/2023 14:37:33,PJ,Masculino,Nordeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",9808.76,Líder de Testes,Sênior,Não,Faixa média de salário pela Senioridade para regime PJ 
2/15/2023 11:34:58,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9800,Analista de Testes,Sênior,Não,
2/9/2023 6:34:56,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",9800,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/9/2023 6:39:35,CLT,Prefiro não dizer,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",9800,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/9/2023 7:19:07,CLT,Feminino,Nordeste,Remoto,Não,9800,Analista de Qualidade (QA),Sênior,Não,
2/15/2023 12:21:46,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9800,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 7:17:13,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9800,Analista de Qualidade (QA),Sênior,Não,
2/22/2023 16:16:08,CLT,Feminino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",9800,Automatizador de Testes,Sênior,Não,
2/27/2023 7:22:54,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",9750,Automatizador de Testes,Sênior,Não,
2/26/2023 19:06:26,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9700,Engenheiro de Qualidade (QA Engineer),Sênior,Não,Média salarial e dicas do q estudar a mais de acordo com o mercado
2/9/2023 9:39:12,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",9700,Automatizador de Testes,Sênior,Não,
2/21/2023 11:39:13,CLT,Masculino,Sudeste,Remoto,Não,9680,Líder de Testes,Sênior,Sim,
2/26/2023 23:06:24,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",9600,Analista de Testes,Sênior,Não,"Faixa salarial, modelo de trabalho, % automação (por região)"
2/27/2023 4:12:37,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9600,Analista de Testes,Sênior,Não,
2/9/2023 7:04:59,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9555,Analista de Qualidade (QA),Sênior,Não,Como está a valorização dos profissionais de Qa Grato!
2/9/2023 6:41:23,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",9552,Analista de Qualidade (QA),Sênior,Não,
2/15/2023 15:13:55,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9500,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/9/2023 6:13:35,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9500,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 10:18:37,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9500,Automatizador de Testes,Pleno,Não,
2/9/2023 10:32:10,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9500,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 20:35:47,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",9500,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/21/2023 15:58:23,CLT,Feminino,Centro-Oeste,Remoto,Não,9454,Analista de Qualidade (QA),Sênior,Sim,
2/10/2023 8:32:06,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",9400,Engenheiro de Qualidade (QA Engineer),Pleno,Não,"Quantos estão atuando em inglês aqui do Brasil quantos estão de fora ?
"
2/24/2023 15:28:36,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,9400,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/11/2023 11:52:08,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9250,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/9/2023 7:28:04,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",9200,Automatizador de Testes,Pleno,Não,"Meu cargo é de Test Automation Engineer Sou responsável por manter a pipeline de Regressao automatizada, mas também atuo como QA em testes manuais evidenciando os tickets das Sprints Geralmente fico uns 10 dias atuando na automacao e depois mais uns 10 no manual, nao consigo atuar nos 2 ao mesmo tempo Isso me confunde Hoje recebi um email do meu lider de QA dizendo para o meu tech lead que minha prioridade deve ser sempre a Regressao Automatizada Vamos ver o que vao falar!"
2/22/2023 15:55:32,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9200,Analista de Qualidade (QA),Sênior,Não,
2/19/2023 16:24:55,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",9200,Analista de Testes,Sênior,Sim,
2/27/2023 6:45:13,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,9200,Analista de Qualidade (QA),Sênior,Sim,
2/27/2023 7:08:40,CLT,Masculino,Sudeste,Remoto,Não,9200,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 9:41:51,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",9186,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/22/2023 16:26:13,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9180,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/9/2023 7:10:50,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9160,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/23/2023 8:03:26,CLT,Masculino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",9108.49,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/9/2023 7:48:31,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",9100,Engenheiro de Qualidade (QA Engineer),Pleno,Não,"A renda bruta mensal é incluindo tudo que ganha ou só o salário? no meu caso por exemplo tem o salario 9100, mas tem ticket de 18k/mes e décimo no ticket, além de plr de 22 salarios, ai o ganho mensal sai de 91k/mes para 126k/mes"
2/13/2023 9:24:41,CLT,Feminino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",9100,Analista de Qualidade (QA),Sênior,Não,
2/21/2023 12:31:19,CLT,Feminino,Sul,Remoto,"Sim, mais de 8 horas por semama",9100,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/22/2023 19:52:15,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",9094,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/15/2023 13:35:44,CLT,Masculino,Norte,Remoto,"Sim, mais de 8 horas por semama",9050,Analista de Qualidade (QA),Sênior,Não,
2/15/2023 12:16:59,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9050,Analista de Testes,Pleno,Não,"Talvez uma pergunta futura seria algo como: ""Se trabalha no regime remoto, de onde é a empresa que trabalhar?"" Acho que traria dados interessante dá relação de moradia X localização do trabalho X salário"
2/26/2023 10:29:40,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9023,Líder de Testes,Sênior,Não,
2/21/2023 16:28:16,CLT,Feminino,Norte,Remoto,"Sim, entre 1 e 8 horas por semana",9001.9,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/9/2023 7:05:55,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",9000,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/11/2023 8:54:21,Flex,Masculino,Sudeste,Remoto,Não,9000,Analista de Qualidade (QA),Sênior,Sim,
2/9/2023 6:10:44,CLT,Masculino,Centro-Oeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",9000,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/9/2023 6:37:20,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",9000,Analista de Testes,Sênior,Sim,
2/9/2023 8:05:13,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",9000,Analista de Qualidade (QA),Pleno,Não,
2/11/2023 17:27:29,CLT,Masculino,Sul,Remoto,Não,9000,Analista de Qualidade (QA),Sênior,Não,
2/14/2023 6:38:18,CLT,Feminino,Sudeste,Remoto,Não,9000,Automatizador de Testes,Sênior,Não,
2/14/2023 9:18:51,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",9000,Analista de Qualidade (QA),Pleno,Não,
2/15/2023 8:17:35,PJ,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",9000,Engenheiro de Qualidade (QA Engineer),Pleno,Sim,
2/21/2023 12:23:55,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",9000,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/22/2023 8:03:20,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",9000,Automatizador de Testes,Sênior,Sim,
2/22/2023 20:36:05,CLT,Masculino,Norte,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",9000,Analista de Qualidade (QA),Pleno,Não,
2/26/2023 14:12:06,CLT,Feminino,Sul,Remoto,Não,9000,Analista de Qualidade (QA),Pleno,Não,
2/26/2023 20:52:56,PJ,Feminino,Sudeste,Remoto,Não,9000,Analista de Testes,Sênior,Sim,
2/27/2023 8:28:48,PJ,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9000,Analista de Qualidade (QA),Sênior,Sim,
2/27/2023 19:45:31,Contrato,Feminino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",9000,Analista de Testes,Pleno,Sim,
3/6/2023 13:29:36,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",9000,Engenheiro de Qualidade (QA Engineer),Pleno,Sim,
3/6/2023 14:56:53,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9000,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 6:42:12,PJ,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",9000,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/9/2023 9:42:02,PJ,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9000,Analista de Qualidade (QA),Sênior,Não,
2/14/2023 8:32:50,Flex,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9000,Analista de Testes,Pleno,Não,
2/15/2023 5:17:12,CLT,Masculino,Norte,Remoto,"Sim, mais de 8 horas por semama",9000,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/15/2023 11:24:55,CLT,Feminino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",9000,Líder de Testes,Sênior,Não,
2/22/2023 16:38:34,PJ,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",9000,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/22/2023 16:52:33,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",9000,Líder de Testes,Especialista,Não,
2/28/2023 19:35:55,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",9000,Líder de Testes,Sênior,Não,salário de acordo com a senioridade
3/6/2023 14:25:46,CLT,Masculino,Sudeste,Remoto,Não,8990,Analista de Testes,Sênior,Não,
2/9/2023 16:59:09,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",8900,Analista de Qualidade (QA),Pleno,Não,Média salarial por senioridade
2/10/2023 7:43:50,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",8900,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/27/2023 20:17:21,CLT,Feminino,Centro-Oeste,Híbrido (Presencial e Remoto),Não,8900,Analista de Testes,Sênior,Não,
2/9/2023 7:20:23,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8900,Analista de Qualidade (QA),Sênior,Não,Média de salário por cargo e senioridade
2/23/2023 4:56:31,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8900,Analista de Testes,Sênior,Não,
2/9/2023 7:40:31,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",8833.15,Analista de Qualidade (QA),Sênior,Não,
2/11/2023 9:07:17,CLT,Masculino,Nordeste,Remoto,Não,8816,Analista de Testes,Especialista,Sim,As vezes fico pensando se as minhas atividades estão adequadas ao meu cargo de especialista sinto que faço pouco e ganho muito
2/9/2023 9:18:27,PJ,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,8800,Analista de Qualidade (QA),Sênior,Não,
2/10/2023 9:56:11,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",8800,Engenheiro de Qualidade (QA Engineer),Pleno,Não,"Pode extrair todas, sem exceção
Sobre insights, percebo que há muitas vagas em inglês e que o mercado do QA está mudando, pois muita gente ainda faz o trabalho com foco somente em testes e não parte para o QA atuante em todo o fluxo de desenvolvimento"
2/28/2023 8:38:23,PJ,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8800,Analista de Qualidade (QA),Pleno,Sim,Regime de contratação
2/21/2023 14:35:56,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",8751,Engenheiro de Qualidade (QA Engineer),Pleno,Não,Atuo em consultoria global de TI e em um time internacional 
2/10/2023 9:21:20,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8725,Analista de Testes,Pleno,Não,
2/9/2023 7:46:43,PJ,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",8700,Líder de Testes,Especialista,Não,
2/9/2023 14:02:38,CLT,Masculino,Sudeste,Remoto,Não,8700,Analista de Testes,Pleno,Sim,
2/28/2023 9:51:52,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",8700,Analista de Testes,Pleno,Não,Por favor não divulgar meu e-mail
2/9/2023 8:09:50,CLT,Masculino,Sudeste,Remoto,Não,8700,Analista de Testes,Sênior,Não,
2/27/2023 7:18:17,PJ,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8700,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 13:44:02,CLT,Masculino,Sudeste,Remoto,Não,8630,Engenheiro de Qualidade (QA Engineer),Pleno,Não,"Sou QA automation enginner (opção inexistente no formulário), mas não faço automação no meu cliente"
2/26/2023 10:47:38,Flex,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",8625,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
3/1/2023 8:32:29,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",8600,Analista de Testes,Sênior,Não,
2/9/2023 7:29:23,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8600,Analista de Testes,Pleno,Não,
2/26/2023 18:55:40,CLT,Masculino,Norte,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",8600,Analista de Testes,Pleno,Não,Fica a vontade
2/9/2023 7:37:50,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8500,Engenheiro de Qualidade (QA Engineer),Sênior,Não,
2/9/2023 8:31:41,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",8500,Analista de Qualidade (QA),Pleno,Não,
2/11/2023 9:11:00,PJ,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",8500,Gerente de Qualidade (QA Manager),Pleno,Sim,
2/12/2023 0:16:23,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",8500,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/14/2023 10:15:13,Flex,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",8500,Analista de Qualidade (QA),Pleno,Não,
2/23/2023 14:12:09,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8500,Analista de Qualidade (QA),Pleno,Não,
2/26/2023 10:41:37,PJ,Feminino,Sudeste,Remoto,Não,8500,Analista de Qualidade (QA),Pleno,Não,Quero que seja anônimo 
2/26/2023 13:10:29,Flex,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",8500,Engenheiro de Qualidade (QA Engineer),Pleno,Não,Moro no nordeste mas trabalho em uma empresa do Sul
2/27/2023 6:51:54,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",8500,Analista de Testes,Pleno,Não,
3/2/2023 6:05:46,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8500,Analista de Qualidade (QA),Pleno,Não,
2/27/2023 2:09:26,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",8500,Analista de Qualidade (QA),Pleno,Sim,
2/27/2023 2:34:39,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8500,Analista de Qualidade (QA),Júnior,Não,
2/27/2023 17:52:21,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8500,Analista de Qualidade (QA),Pleno,Não,"A possibilidade de extrar mais informações de salários e possibilidades de QAs no exterior, principalmente Europa"
2/27/2023 7:51:38,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8500,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 9:19:21,CLT,Masculino,Sudeste,Remoto,Não,8412,Analista de Testes,Pleno,Não,
2/9/2023 6:48:04,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",8400,Engenheiro de Qualidade (QA Engineer),Júnior,Não,
2/9/2023 7:13:15,CLT,Feminino,Norte,Remoto,"Sim, mais de 8 horas por semama",8400,Analista de Qualidade (QA),Pleno,Não,
2/15/2023 11:30:48,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8369,Analista de Testes,Pleno,Não,
2/11/2023 12:13:11,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",8320,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 10:26:00,CLT,Masculino,Centro-Oeste,Remoto,"Sim, mais de 8 horas por semama",8307,Analista de Qualidade (QA),Sênior,Sim,
2/15/2023 17:24:23,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8300,Analista de Qualidade (QA),Pleno,Não,
2/10/2023 21:45:18,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",8300,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/13/2023 9:18:49,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",8300,Analista de Qualidade (QA),Sênior,Não,
2/22/2023 19:36:57,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8300,Automatizador de Testes,Sênior,Não,
2/26/2023 8:43:42,CLT,Feminino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",8300,Líder de Testes,Especialista,Não,
2/9/2023 11:29:06,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",8300,Analista de Qualidade (QA),Sênior,Não,
2/9/2023 12:57:18,CLT,Masculino,Sudeste,Remoto,Não,8300,Analista de Qualidade (QA),Pleno,Não,
2/11/2023 9:07:56,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",8300,Engenheiro de Qualidade (QA Engineer),Pleno,Sim,
2/21/2023 12:02:13,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",8300,Automatizador de Testes,Pleno,Não,
2/22/2023 18:32:37,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",8300,Engenheiro de Qualidade (QA Engineer),Pleno,Sim,
2/26/2023 8:12:22,CLT,Feminino,Norte,Híbrido (Presencial e Remoto),Não,8300,Analista de Qualidade (QA),Pleno,Não,
2/27/2023 9:45:37,CLT,Masculino,Sudeste,Remoto,Não,8300,Líder de Testes,Especialista,Não,
3/1/2023 6:01:02,PJ,Feminino,Sul,Remoto,"Sim, mais de 8 horas por semama",8270,Analista de Qualidade (QA),Sênior,Não,"Senioridade x salarios, feminino X masculino, regiões 
Para evidenciar as diferenças de salários entre as senioridades, se ainda há disparidade de salários entre homens e mulheres e quais as regiões do Brasil que pagam melhor"
2/11/2023 9:05:47,CLT,Feminino,Norte,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",8235,Analista de Testes,Sênior,Não,
2/10/2023 10:56:19,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",8234,Analista de Qualidade (QA),Pleno,Não,
2/26/2023 8:52:31,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",8225,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/15/2023 11:56:48,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8209.37,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/26/2023 8:28:20,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",8209,Engenheiro de Qualidade (QA Engineer),Pleno,Não,
2/9/2023 6:15:28,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",8209,Analista de Qualidade (QA),Pleno,Não,
2/27/2023 8:41:36,CLT,Feminino,Sudeste,Presencial,"Sim, mais de 8 horas por semama",8200,Analista de Qualidade (QA),Pleno,Não,"Além de ter uma base boa sobre todas as métricas de teste, é essencial se aprofundar em automação


"
3/1/2023 18:37:28,CLT,Feminino,Sudeste,Remoto,Não,8200,Analista de Qualidade (QA),Pleno,Não,
3/8/2023 6:35:40,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",8200,Analista de Qualidade (QA),Pleno,Não,
3/6/2023 13:56:45,PJ,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,8200,Analista de Testes,Pleno,Não,
